# Menlo Systems Time Domain Spectrometer
# Program Version 1.4.7 
#  Start: -220 ps, Average over 1400 waveforms. Date: 2025-8-25
# Time [ps] 	 THz Signal [a.u.]
-217.18471904	0.00059345
-217.15136263	0.00057487
-217.11800622	0.00037100
-217.08464981	0.00038846
-217.05129340	0.00031051
-217.01793699	0.00073612
-216.98458058	0.00042979
-216.95122417	0.00052102
-216.91786776	0.00069277
-216.88451135	0.00050665
-216.85115494	0.00033903
-216.81779853	0.00028863
-216.78444212	0.00052099
-216.75108571	0.00042752
-216.71772930	0.00032439
-216.68437289	0.00030627
-216.65101648	0.00020380
-216.61766007	0.00067181
-216.58430367	0.00043724
-216.55094726	0.00034650
-216.51759085	0.00072937
-216.48423444	0.00039154
-216.45087803	0.00016542
-216.41752162	0.00012211
-216.38416521	0.00028207
-216.35080880	-0.00000724
-216.31745239	0.00030726
-216.28409598	0.00035543
-216.25073957	0.00014508
-216.21738316	-0.00022777
-216.18402675	0.00022830
-216.15067034	0.00004001
-216.11731393	0.00000767
-216.08395752	-0.00015154
-216.05060111	0.00012336
-216.01724470	0.00001095
-215.98388829	-0.00013331
-215.95053188	0.00000622
-215.91717547	0.00008513
-215.88381907	0.00008736
-215.85046266	0.00002153
-215.81710625	-0.00016156
-215.78374984	-0.00021455
-215.75039343	-0.00030913
-215.71703702	-0.00054009
-215.68368061	-0.00022693
-215.65032420	-0.00004798
-215.61696779	-0.00020731
-215.58361138	-0.00027515
-215.55025497	-0.00006490
-215.51689856	-0.00015764
-215.48354215	-0.00001359
-215.45018574	-0.00003584
-215.41682933	-0.00016973
-215.38347292	-0.00011944
-215.35011651	-0.00023499
-215.31676010	-0.00043441
-215.28340369	-0.00003057
-215.25004728	-0.00004777
-215.21669087	-0.00051002
-215.18333447	0.00003508
-215.14997806	-0.00035810
-215.11662165	-0.00018148
-215.08326524	-0.00027762
-215.04990883	-0.00012191
-215.01655242	-0.00040150
-214.98319601	-0.00025543
-214.94983960	-0.00005098
-214.91648319	0.00003631
-214.88312678	-0.00005609
-214.84977037	0.00000049
