# Menlo Systems Time Domain Spectrometer
# Program Version 1.4.7 
#  Start: -220 ps, Average over 1400 waveforms. Date: 2025-8-25
# Time [ps] 	 THz Signal [a.u.]
-186.96381201	0.00993369
-186.93045560	0.01144949
-186.89709919	0.01153315
-186.86374278	0.01131737
-186.83038637	0.00969914
-186.79702996	0.00756183
-186.76367355	0.00489973
-186.73031714	0.00193410
-186.69696074	-0.00119163
-186.66360433	-0.00375009
-186.63024792	-0.00570237
-186.59689151	-0.00705113
-186.56353510	-0.00735503
-186.53017869	-0.00661343
-186.49682228	-0.00458612
-186.46346587	-0.00187119
-186.43010946	0.00155613
-186.39675305	0.00493217
-186.36339664	0.00750948
-186.33004023	0.00997284
-186.29668382	0.01175007
-186.26332741	0.01294457
-186.22997100	0.01275193
-186.19661459	0.01102836
-186.16325818	0.00744464
-186.12990177	0.00254377
-186.09654536	-0.00231534
-186.06318895	-0.00698657
-186.02983255	-0.01073563
-185.99647614	-0.01371802
-185.96311973	-0.01464416
-185.92976332	-0.01365787
-185.89640691	-0.01087956
-185.86305050	-0.00617793
-185.82969409	-0.00085679
-185.79633768	0.00344127
-185.76298127	0.00776679
-185.72962486	0.01002801
-185.69626845	0.01103825
-185.66291204	0.01080969
-185.62955563	0.00948346
-185.59619922	0.00778055
-185.56284281	0.00609627
-185.52948640	0.00420771
-185.49612999	0.00159942
-185.46277358	-0.00160201
-185.42941717	-0.00515203
-185.39606076	-0.00863959
-185.36270435	-0.01145173
-185.32934795	-0.01340315
-185.29599154	-0.01349125
-185.26263513	-0.01212085
-185.22927872	-0.00978739
-185.19592231	-0.00663594
-185.16256590	-0.00342859
-185.12920949	-0.00091583
-185.09585308	0.00057246
-185.06249667	0.00088208
-185.02914026	0.00020388
-184.99578385	-0.00072730
-184.96242744	-0.00194022
-184.92907103	-0.00285228
-184.89571462	-0.00316711
-184.86235821	-0.00345833
-184.82900180	-0.00264990
-184.79564539	-0.00132465
-184.76228898	-0.00009330
-184.72893257	0.00157636
-184.69557616	0.00339521
-184.66221975	0.00512458
-184.62886335	0.00639574
-184.59550694	0.00767741
-184.56215053	0.00853878
-184.52879412	0.00915601
-184.49543771	0.00928383
-184.46208130	0.00753629
-184.42872489	0.00476374
-184.39536848	0.00076591
-184.36201207	-0.00389331
-184.32865566	-0.00789036
-184.29529925	-0.01075195
-184.26194284	-0.01070770
-184.22858643	-0.00880343
-184.19523002	-0.00531130
-184.16187361	-0.00222304
-184.12851720	0.00050943
-184.09516079	0.00223421
-184.06180438	0.00249880
-184.02844797	0.00208724
-183.99509156	0.00175280
-183.96173515	0.00140326
-183.92837875	0.00093697
-183.89502234	0.00043348
-183.86166593	-0.00149752
-183.82830952	-0.00413796
-183.79495311	-0.00754750
-183.76159670	-0.01113444
-183.72824029	-0.01434178
-183.69488388	-0.01611405
-183.66152747	-0.01619459
-183.62817106	-0.01514672
-183.59481465	-0.01317789
-183.56145824	-0.01014013
-183.52810183	-0.00698496
-183.49474542	-0.00386938
-183.46138901	-0.00001797
-183.42803260	0.00357592
-183.39467619	0.00650147
-183.36131978	0.00923615
-183.32796337	0.01095436
-183.29460696	0.01221157
-183.26125055	0.01227969
-183.22789415	0.01193254
-183.19453774	0.01050258
-183.16118133	0.00911862
-183.12782492	0.00715343
-183.09446851	0.00517868
-183.06111210	0.00373949
-183.02775569	0.00206851
-182.99439928	0.00152711
-182.96104287	0.00200247
-182.92768646	0.00390967
-182.89433005	0.00599728
-182.86097364	0.00750856
-182.82761723	0.00894765
-182.79426082	0.00861015
-182.76090441	0.00751525
-182.72754800	0.00527707
-182.69419159	0.00248797
-182.66083518	-0.00061705
-182.62747877	-0.00269514
-182.59412236	-0.00458134
-182.56076595	-0.00561236
-182.52740955	-0.00622771
-182.49405314	-0.00575878
-182.46069673	-0.00512870
-182.42734032	-0.00345388
-182.39398391	-0.00101171
-182.36062750	0.00146561
-182.32727109	0.00391454
-182.29391468	0.00687316
-182.26055827	0.00877824
-182.22720186	0.01044437
-182.19384545	0.01104638
-182.16048904	0.01042876
-182.12713263	0.00919040
-182.09377622	0.00708055
-182.06041981	0.00473890
-182.02706340	0.00248677
-181.99370699	-0.00025052
-181.96035058	-0.00319697
-181.92699417	-0.00694348
-181.89363776	-0.01034237
-181.86028136	-0.01286137
-181.82692495	-0.01459996
-181.79356854	-0.01476820
-181.76021213	-0.01411651
-181.72685572	-0.01276171
-181.69349931	-0.01082478
-181.66014290	-0.00850974
-181.62678649	-0.00601062
-181.59343008	-0.00252524
-181.56007367	0.00090468
-181.52671726	0.00393278
-181.49336085	0.00690701
-181.46000444	0.00853628
-181.42664803	0.00965532
-181.39329162	0.00991379
-181.35993521	0.00890101
-181.32657880	0.00818111
-181.29322239	0.00662365
-181.25986598	0.00493311
-181.22650957	0.00284510
-181.19315316	0.00071582
-181.15979676	-0.00157353
-181.12644035	-0.00407869
-181.09308394	-0.00627565
-181.05972753	-0.00759905
-181.02637112	-0.00819443
-180.99301471	-0.00790367
-180.95965830	-0.00714107
-180.92630189	-0.00630984
-180.89294548	-0.00554392
-180.85958907	-0.00487263
-180.82623266	-0.00427461
-180.79287625	-0.00359587
-180.75951984	-0.00278827
-180.72616343	-0.00191295
-180.69280702	-0.00099110
-180.65945061	-0.00007712
-180.62609420	0.00067426
-180.59273779	0.00130182
-180.55938138	0.00162433
-180.52602497	0.00176337
-180.49266856	0.00160355
-180.45931216	0.00131434
-180.42595575	0.00091232
-180.39259934	0.00046184
-180.35924293	0.00010842
-180.32588652	-0.00021494
-180.29253011	-0.00040071
-180.25917370	-0.00046476
-180.22581729	-0.00044797
-180.19246088	-0.00037512
-180.15910447	-0.00028822
-180.12574806	-0.00020018
-180.09239165	-0.00012232
-180.05903524	-0.00005773
-180.02567883	-0.00001491
-179.99232242	-0.00000000
